gene	spearman_r	n_samples
RPL34	0.1311525444451249	96
RPL35	0.06697165882436196	96
RPL35A	0.01554572831923331	96
RPL36	0.10378529425967323	96
RPL36A	0.11038207746069696	93
RPL36AL	0.40875070791983514	96
RPL37	0.01844152497007264	96
RPL37A	-0.01803451585236853	96
RPL38	0.21146444111689644	96
RPL39	-0.04606666508646996	96
RPL4	0.24621958458247553	96
RPL5	0.3052009714575747	96
RPL6	0.2132685831830038	96
RPL7	0.10997276796837033	96
RPL7A	0.21852310302105912	96
RPL7L1	0.18282199018678977	96
RPL8	0.05976769818578586	96
RPL9	0.18353601881211495	96
RPLP0	0.24628313311106872	96
RPLP1	0.20886067365830518	96
RPLP2	0.10580004544815151	96
RPN1	0.07339405983741464	96
RPN2	0.06023528454548584	96
RPP14	0.03159815601031001	50
RPP25	0.444277517024336	96
RPP25L	0.3170577501197233	56
RPP30	0.1055021603251658	96
RPP38	0.030826351056506794	75
RPP40	0.19647793824009116	82
RPRD1A	0.4112091482970406	91
RPRD1B	0.8068652353771683	96
RPRD2	0.24827637661101895	96
RPS10	0.1298163986492057	96
RPS11	0.1408606417202363	96
RPS12	0.18111277685522786	96
RPS13	0.03709380956701614	96
RPS14	0.23775417465799278	96
RPS15	0.26270525438242864	96
RPS15A	-0.19208738742012607	96
RPS16	0.019703063640331375	96
RPS17	0.18614730363261256	96
RPS18	0.04823044263116867	96
RPS19	0.11026970567959789	96
RPS19BP1	-0.031279812681106016	47
RPS2	0.13410428148214168	96
RPS20	-0.04814921577631569	96
RPS21	0.1644883646834136	96
RPS23	0.10190793357915844	96
RPS24	0.03191161060539476	96
RPS25	-0.13484018652669014	96
RPS26	0.10940753556439506	96
RPS27	0.07207207207207209	73
RPS27A	0.10934765800867688	96
RPS27L	0.44794111768068207	74
RPS28	0.125906758682103	96
RPS29	0.040681368844029286	96
RPS3	-0.10300565999237625	96
RPS3A	-0.0038999443834915404	96
RPS4X	0.11408863387693549	96
RPS5	0.1257028521766031	96
RPS6	0.10396983118452349	96
RPS6KA1	0.5724779229235339	96
RPS6KA3	0.6694633034678749	96
RPS6KA4	0.4187415642031517	96
RPS6KA5	0.507902067605791	95
RPS6KB1	0.17590540075599018	29
RPS6KB2	0.2718273966010346	37
RPS7	-0.00035268942645707283	96
RPS8	0.18428825776282204	96
RPS9	-0.2695243747738037	96
RPSA	0.27422560150009684	96
RPTOR	-0.014277381373570062	96
RPUSD2	0.3064196410247895	54
RPUSD3	-0.055041855966830894	38
RPUSD4	0.20585174083216934	47
RRAGA	-0.016240266963292546	30
RRAGC	0.3147906358869346	96
RRAS	0.47564623504583586	96
RRAS2	0.5724662992826476	96
RRBP1	0.2289361327044622	96
RREB1	0.10709660026791043	80
RRM1	0.4882951990505528	96
RRM2	0.7927630352254281	96
RRM2B	0.5493249590783197	96
RRP1	0.4410195714054303	96
RRP12	0.4280874300401819	96
RRP15	0.5002774331419123	92
RRP1B	0.2875562534141628	96
RRP36	0.23577863577863578	36
RRP7A	0.24161660531825438	94
RRP8	0.3386477354060067	85
RRP9	0.23129200947377102	96
RRS1	0.5072421500300224	96
RSBN1	0.029149154931778963	55
RSBN1L	0.27999159673676827	35
RSF1	0.17681827887823598	95
RSL1D1	-0.002651962180774248	96
RSL24D1	-0.023797232471888	62
RSPRY1	0.1417324724984024	63
RSRC1	0.034923388262503616	47
RSRC2	0.43187167227228684	96
RSU1	0.32542088987266515	96
RTCA	0.33729783263063934	96
RTCB	0.37605765154942833	96
RTF1	0.4345894545503873	96
RTFDC1	0.6389829014179895	96
RTKN	0.46455264995376694	94
RTN2	0.35589346380831177	80
RTN3	0.22047722078411594	96
RTN4	0.2484027184536523	96
RTN4IP1	0.33585083561218304	96
RUFY1	0.5827893175107697	96
RUFY2	0.5465583535572923	47
RUFY3	0.29722594953828896	91
RUVBL1	0.4241918637083964	96
RUVBL2	0.40553390783893	96
RWDD1	0.20694531581297468	96
RWDD4	0.44023294382118744	73
RXRA	0.28451779991645854	29
RXRB	0.05064628738560241	86
RYBP	0.26223040549789717	59
S100A1	0.34000413009036495	82
S100A10	0.4851158784310799	96
S100A11	0.6803038524145415	96
S100A12	0.40831217951673443	96
S100A13	0.6344876234926353	96
S100A14	0.8115777873146367	96
S100A16	0.8120824487934101	96
S100A2	0.8008690593683935	33
S100A4	0.7490826714776958	96
S100A6	0.4167960987351613	96
S100A8	0.4618609006407023	96
S100A9	0.3637159048320824	96
S100B	0.09532207590465398	96
S100P	0.7157560610058217	96
SAA1	0.10002529245188077	78
SAA2	0.051127819548872175	20
SAAL1	0.5222293293674455	92
SACM1L	0.18067655786454048	96
SAE1	0.2882761286926034	96
SAFB	0.19676133956084005	96
SAFB2	-0.05638416929494354	96
SAMD1	0.08920366636973134	80
SAMD4B	-0.05560891285705014	50
SAMD9	0.4868119202193782	93
SAMD9L	0.2728373414088125	66
SAMHD1	0.667792575143167	96
SAMM50	0.028199441098269034	96
SAP130	0.03525365437562872	82
SAP18	0.05817999308322291	96
SAP30	0.38552024904363735	71
SAP30BP	0.35196188150710495	96
SAP30L	-0.014194123094848443	80
SAR1A	0.26028391402546136	96
SAR1B	0.4026662416605324	96
SARAF	0.1827935222672065	39
SARM1	-0.07649940635606894	89
SARNP	0.14436968406534184	96
SARS	0.35894096785808094	96
SARS2	0.3878746370155492	96
SART1	0.09121646828254741	96
SART3	0.33734976535294114	96
SASH3	0.3207326299431274	91
SAT2	0.13465648854961834	27
SATB2	0.7788558386951788	96
SBDS	0.46248906313590504	96
SBF1	0.12849381778522476	96
SBF2	-0.035794284689117814	51
SBNO1	0.34267766350951084	93
SBSPON	0.24899189789019224	96
SC5D	0.5492997198879552	35
SCAF1	0.12561171232620913	96
SCAF11	0.35027961191884494	96
SCAF4	0.10155426006148478	96
SCAF8	0.14393461526742304	96
SCAMP1	0.4864467075908055	96
SCAMP2	0.11348499031144907	96
SCAMP3	0.283359729432862	96
SCAMP4	0.33874633570206564	45
SCARA5	0.27397577135804424	47
SCARB1	0.4656504043730592	95
SCARB2	0.2990050122492285	96
SCCPDH	0.14686951037051807	96
SCD5	0.5646677471636953	42
SCFD1	0.5088579606460049	96
SCFD2	0.25387493158309593	95
SCG2	0.4789543476960499	96
SCIN	0.8296338249855246	96
SCLY	-0.0812100453800353	96
SCO1	0.42788396321115596	96
SCO2	0.31997164882808204	96
SCOC	0.40868667720563273	76
SCP2	0.47216975215837653	96
SCPEP1	0.5050376937085876	96
SCRIB	0.49156928044973136	96
SCRN1	0.7315531381018883	96
SCRN2	0.17292248152758802	91
SCRN3	0.3214829536089616	96
SCYL1	0.3739465733010439	96
SCYL2	0.5458211106683497	96
SCYL3	0.31096193882125783	76
SDAD1	0.3674969069943653	88
SDC1	0.40727087749280405	96
SDC2	0.4268589016685566	84
SDC4	0.5855127509495388	96
SDCBP	0.2783912099837222	96
SDCBP2	0.7055994822126299	92
SDE2	0.29514365611120486	26
SDF2	0.0107233332557443	96
SDF2L1	0.3766829222319347	96
SDF4	0.06869643953281024	96
SDHA	0.32424825097938403	96
SDHAF2	0.12465745918993522	69
SDHAF3	0.6630614226902962	32
SDHAF4	0.2723934293192252	22
SDHB	0.14037134380992103	96
SDHC	0.03834819263823634	96
SDHD	-0.03836968217872463	70
SDPR	0.6379588685859581	96
SDR16C5	0.8466984237987016	36
SDR39U1	0.17570931512461982	96
SDS	0.6005920967949543	36
SDSL	0.19069065513435488	96
SEC11A	0.17566527287564684	96
SEC11C	0.40732915760203775	96
SEC13	0.17289699025110022	96
SEC14L2	0.5067111678172115	50
SEC16A	0.03776502665614069	96
SEC22A	0.09251598999502234	20
SEC22B	0.46917147384521457	96
SEC23A	0.4788065613380806	96
SEC23B	0.36546333193921904	96
SEC23IP	0.3003964364820226	96
SEC24A	0.5166936274527855	96
SEC24B	0.2705824502047623	96
SEC24C	0.30631180564033705	96
SEC24D	0.6339706590522182	96
SEC31A	0.3913183552915246	96
SEC61A1	0.18264874254303393	96
SEC61B	0.18723187791544718	96
SEC61G	0.012319246358670996	45
SEC62	0.2637176304858811	96
SEC63	0.5853152331613936	96
SEH1L	-0.09569381235849755	96
SEL1L	0.15433605990669566	96
SEL1L3	0.46768013356163873	77
SELENBP1	0.3459469728095911	96
SELENOF	0.35076438910721475	96
SELENOH	0.3065173599641846	96
SELENOI	0.2606003752345216	40
SELENOK	0.2742834329458595	90
SELENOM	0.4190951297949478	96
SELENON	0.25153064906767625	50
SELENOO	-0.08942404086090638	87
SELENOP	-0.0744797670811237	87
SELENOS	0.48170241634733285	96
SELENOT	0.2694084707015127	73
SELENOW	0.47413456038003077	90
SEMA4B	0.36743773763604276	81
SENP3	0.33096286562175803	77
SENP8	0.04722282839097768	41
SEPHS1	0.28691771344854716	96
SEPHS2	0.3402333998283039	91
SEPSECS	0.48173216632650917	84
SEPT1	0.5061465814186955	92
SEPT10	0.34936040912915783	96
SEPT11	0.21642464240954323	96
SEPT2	0.20236371344837034	96
SEPT4	0.42264334702226486	77
SEPT5	0.5773058146482014	96
SEPT6	0.46515098080733247	96
SEPT7	0.47360763979829923	96
SEPT8	0.4767221031937033	96
SEPT9	0.18341116347639494	96
SERBP1	0.4276984224270659	96
SERF2	0.34328979309769764	92
SERINC1	0.1166745782001669	80
SERINC3	0.41932617549055895	74
SERPINA1	-0.11455256409966263	96
SERPINA3	0.08937153016280838	96
SERPINB1	0.7781387557066912	96
SERPINB5	0.9086334009319109	96
SERPINB6	0.8134698860553445	96
SERPINB8	0.4722082802137972	96
SERPINB9	0.6331955330529012	96
SERPINE1	0.3342041323928589	69
SERPINE2	0.695110164581092	96
SERPINF1	0.5337095418163806	96
SERPINF2	-0.1537334496084861	96
SERPING1	0.34898382048430626	96
SERPINH1	0.6558348848826735	96
SESTD1	0.05217391304347826	24
SET	0.22734224778597684	96
SETD3	0.5336482701085887	96
SETD7	0.4958948707335912	96
SETDB1	0.31057373162636315	37
SF1	0.04506963920783171	96
SF3A1	0.0277441474818766	96
SF3A2	0.11390258627000159	96
SF3A3	0.10762599492541691	96
SF3B1	0.10809967580587347	96
SF3B2	0.1314201803508071	96
SF3B3	0.47165728977287813	96
SF3B4	0.31399938959039236	96
SF3B5	0.07410622842298746	96
SF3B6	0.092650056139177	96
SFN	0.40280123445156185	96
SFPQ	0.35182164414008793	96
SFRP1	0.648592418544004	86
SFRP2	0.790779853226441	96
SFRP4	0.7646144566779358	88
SFSWAP	0.10883832583543242	89
SFT2D2	0.12355954030292628	75
SFT2D3	0.4688085311928133	50
SFXN1	0.4091723021453981	96
SFXN2	0.4504067110957842	92
SFXN3	0.6335769393847371	96
SFXN4	0.1004296310574838	92
SFXN5	0.4247362411686674	69
SGCB	0.10004438957508864	93
SGCD	0.6032495896607691	96
SGCE	0.6349873843712082	96
SGF29	0.05914329341813802	24
SGK2	0.7265523230568823	48
SGK3	0.4499135529726498	52
SGPL1	0.5750785936934291	96
SGPP1	0.4214324592143792	53
SGSM3	0.5895650898275097	81
SGTA	0.40426902886288796	96
SH2D3A	0.05515166727703878	33
SH2D4A	0.7680172007817677	96
SH3BGRL	0.36064650907426976	96
SH3BGRL2	0.5023348559946681	96
SH3BGRL3	0.4731360746759022	96
SH3BP1	0.43406483471400975	96
SH3BP4	0.5769213945367534	70
SH3BP5L	-0.16314851299371425	40
SH3D19	0.32721316374553777	96
SH3GL1	0.30352152801295024	96
SH3GLB1	0.5127681653976881	96
SH3GLB2	0.5628291693688235	96
SH3KBP1	0.833324855284415	96
SH3PXD2A	0.31607933142700473	65
SH3PXD2B	0.27134025374695486	96
SH3YL1	0.5707692307692307	25
SHARPIN	0.06356813140420682	44
SHC1	0.2875998304382795	96
SHMT1	0.6710776202588407	96
SHMT2	0.6640056701951429	96
SHOC2	0.26318091950354305	96
SHPK	0.4843216922882294	96
SHROOM1	0.031784593745186246	39
SHROOM2	0.5970623991818942	47
SHROOM3	0.148268146273577	84
SHTN1	0.5409564763752528	96
SI	0.23868812632857575	39
SIAE	0.5868528679792332	96
SIGIRR	0.33817350350458514	85
SIGMAR1	0.09375236080682935	62
SIL1	0.47622470732495	84
SIN3A	0.3042415157832269	96
SIPA1	0.4530300523881395	92
SIPA1L1	0.000985893207147116	79
SIPA1L3	-0.08103033701157929	45
SIRPA	0.43641961082773206	90
SIRT1	0.4598290598290598	26
SIRT2	0.16400892621332164	96
SIRT3	0.26987144746797637	86
SIRT5	0.5394118824067129	96
SIRT6	0.046852876818123314	36
SKAP2	-0.27393306124007943	69
SKIV2L	0.12893773888231705	96
SKIV2L2	0.15610215993564053	96
SKP1	0.27295448610933654	96
SLAIN2	0.28294797099778213	96
SLAMF6	0.4024579018452531	40
SLBP	0.5958261951844531	31
SLC11A2	0.2802129348468921	43
SLC12A2	0.8199187460765506	96
SLC12A4	0.32458636591420237	62
SLC12A6	0.27121741828799284	71
SLC12A7	0.2908195620563595	96
SLC12A9	0.336872734180612	96
SLC15A4	0.036654567076132544	44
SLC16A1	0.5962709749731306	96
SLC16A3	0.8088349000935988	96
SLC17A5	0.3856598684250756	87
SLC1A4	0.4286615390974763	96
SLC1A5	0.49280542605348215	96
SLC22A18	0.635327481809393	92
SLC25A1	0.2998470548754512	96
SLC25A10	0.287127000478754	96
SLC25A11	0.020164544856447163	96
SLC25A12	0.2280222204515888	96
SLC25A13	0.6752703707312147	96
SLC25A15	0.27392442678954965	96
SLC25A16	0.1085143437790032	32
SLC25A17	0.19874454358328184	55
SLC25A19	0.4188908364780584	83
SLC25A20	0.3797118061993032	96
SLC25A22	0.48750470558483333	96
SLC25A24	0.19443493008305981	96
SLC25A25	0.4357515410146989	37
SLC25A26	0.011549037774257304	32
SLC25A3	0.0800016278787806	96
SLC25A32	0.15419331665837058	20
SLC25A35	0.25360789293728625	25
SLC25A4	0.19672803858099575	96
SLC25A40	0.3078274376615571	96
SLC25A42	0.5113079440551774	46
SLC25A46	0.16509029249777002	96
SLC25A5	0.4193570265870863	96
SLC25A6	0.1428658631738176	96
SLC26A2	0.7120178794576406	96
SLC26A3	0.6571527409448104	96
SLC26A6	0.25470217114421967	74
SLC27A1	0.4265214633187787	96
SLC27A2	0.7250147521302993	96
SLC27A3	0.41996900316984537	96
SLC27A4	0.33631544871177577	96
SLC29A1	0.5105314727116093	79
SLC2A1	0.815670156238264	96
SLC2A3	0.6654661620630825	96
SLC30A1	0.32991224949765674	88
SLC30A6	0.2510817383344925	37
SLC30A7	0.40847383809892684	83
SLC30A9	0.08776600868554849	92
SLC31A1	0.5469609225932194	69
SLC33A1	0.23218459470601613	91
SLC35A1	0.4851470112771745	84
SLC35A3	0.6230193684253157	84
SLC35B1	0.24825783972125437	41
SLC35B2	0.5461260118657136	96
SLC35B3	0.6452263365787647	31
SLC35D1	0.24823553135712842	31
SLC35E1	0.15780730897009967	43
SLC35F6	0.23674402374146475	96
SLC37A4	0.4024637342011997	42
SLC38A1	0.2368685301195891	79
SLC38A10	-0.007035194196876081	87
SLC39A11	0.5551146923285051	96
SLC39A14	0.5909289762338976	96
SLC39A4	0.4973737668895768	35
SLC39A7	0.5790128732077213	96
SLC3A2	0.599226118039537	96
SLC43A2	0.39360505154101716	59
SLC44A1	0.5414393119874323	96
SLC44A2	0.11541839762677648	96
SLC44A4	0.2247465074627621	88
SLC4A1AP	0.2926405751949568	96
SLC4A2	0.42502612662489486	62
SLC4A7	0.40565564932659093	84
SLC50A1	0.5112377794733503	55
SLC5A1	0.5718530830607313	62
SLC5A6	0.8143113995190304	85
SLC7A1	0.5045602544044007	92
SLC7A5	0.5359900749626829	86
SLC8A1	0.5187406301110158	42
SLC9A1	0.11467769969210986	58
SLC9A3	0.5455723710745469	54
SLC9A3R1	0.23956061844550028	96
SLC9A3R2	0.4476496343087155	96
SLCO2A1	0.22036437928907615	68
SLFN5	0.6727246213637013	96
SLIRP	-0.08873311561299428	96
SLK	0.7144993641414549	96
SLMAP	0.5182392886482434	96
SLPI	0.319510573936163	96
SLTM	0.22526460726741282	96
SLU7	0.10708182383723967	56
SMAD1	0.23778594565831732	22
SMAD2	0.3928218958559298	85
SMAD3	0.4537262887208097	53
SMAD4	0.6544941534104262	96
SMAD5	0.4012041598248494	28
SMAP1	0.6529863400359097	96
SMAP2	0.27459092836105337	96
SMARCA1	0.07704494416587196	58
SMARCA2	0.2487278518892324	91
SMARCA4	0.07719855126254561	96
SMARCA5	0.17187913319314677	96
SMARCAD1	0.26473137793908663	53
SMARCAL1	0.14141107471982545	39
SMARCB1	0.25487336708939223	96
SMARCC1	0.35711160926572694	96
SMARCC2	0.2842235915330187	96
SMARCD1	0.23768070561286406	66
SMARCD2	0.07828481511341837	96
SMARCE1	0.17227638830111783	96
SMC1A	0.34528529042691636	96
SMC2	0.5694543826780847	96
SMC3	0.1502821563565674	96
SMC4	0.6620884711013804	96
SMC5	0.07573433459710484	64
SMC6	0.2852756414674698	94
SMCHD1	0.7031135015657112	96
SMCO4	0.3267231644967288	52
SMDT1	0.31528754177711193	90
SMG1	0.03678973709700801	91
SMG8	0.09057644423508009	90
SMG9	-0.10761494764368704	77
SMIM12	0.3960974501356693	78
SMIM20	0.17940928112600116	86
SMIM22	0.13130360124916268	86
SMN1	0.4634584732254893	96
SMNDC1	0.3777484593252901	95
SMOC2	0.7809014514896867	34
SMPD2	0.08419725743783618	35
SMPD3	0.48309540714534754	77
SMPD4	0.483373860148783	96
SMPDL3A	0.6080102674239081	32
SMPDL3B	0.3637913766116934	85
SMS	0.50824925816316	96
SMTN	0.2826688553206049	96
SMU1	0.10828766379988605	96
SMYD3	0.46900350340400193	67
SMYD5	0.13793059845577113	78
SNAP23	0.5694848577863142	96
SNAP29	0.5651385047389014	96
SNAPIN	0.05066176251720391	93
SNCG	0.6211082093077777	96
SND1	0.4883527708415799	96
SNF8	0.2316681927682413	96
SNIP1	0.18339220868055872	74
SNRNP200	0.33240751112383504	96
SNRNP27	0.20877864116878123	77
SNRNP40	0.050375253928331816	96
SNRNP70	0.17874874525526818	96
SNRPA	0.05073048644952416	96
SNRPA1	0.1680514671319322	96
SNRPB2	0.09265526760432596	96
SNRPC	0.3197398184750424	96
SNRPD1	0.11615730001763455	96
SNRPD2	0.20459655518477188	96
SNRPD3	0.04783770586193392	96
SNRPE	-0.05245916093859118	96
SNRPF	-0.11189147944108428	96
SNRPG	0.1533948513648336	96
SNRPN	-0.0775773484321119	96
SNTA1	0.33617760422054316	43
SNTB1	0.5067926857390904	96
SNTB2	0.33664212487880285	96
SNU13	0.18476679479820482	96
SNUPN	0.39930940037570145	83
SNW1	0.2729307551439653	96
SNX1	0.6132485951423848	96
SNX12	0.6407436421818425	96
SNX15	0.1132062675477967	96
SNX16	0.22291825821237582	34
SNX17	0.14074968376082647	96
SNX18	0.5383125782001876	96
SNX2	0.3553868953773408	96
SNX21	0.1751447235849368	29
SNX27	0.382849274965025	96
SNX3	0.24036788719349544	96
SNX30	0.4913014830863322	92
SNX33	0.07682189379581886	69
SNX4	0.0953575994813129	96
SNX5	0.33533417439567015	96
SNX6	0.18942584871829377	96
SNX7	0.19102592891199205	88
SNX8	0.6247592175588051	96
SNX9	0.641962329687779	96
SOAT1	0.5665858414615031	96
SOD1	0.08432782927323598	96
SOD2	0.41295044053066293	96
SOD3	0.44622423305129655	96
SON	0.006287431243120125	96
SORBS1	0.5956948920355588	96
SORBS2	0.3813317607746766	96
SORBS3	0.23037531667582004	96
SORD	0.5490684156749123	96
SORL1	0.4871352268162239	96
SORT1	0.4908910864679319	96
SOS1	-0.05225681513528636	89
SOWAHC	0.45142960356665157	94
SOX9	0.3419595217298049	84
SP1	0.21996249233858922	96
SP100	0.5423820779542646	96
SP110	0.4924926399333051	82
SP140L	0.3295400663821716	37
SP2	0.11461538461538462	25
SP3	0.301417863320186	94
SPAG1	0.8560962922289974	94
SPAG7	0.44930993074641523	80
SPAG9	0.5573973968542497	96
SPARC	0.616060255663892	96
SPARCL1	0.557421901745409	85
SPAST	0.20577992928179997	94
SPATA20	0.3896969371671845	85
SPATA5	0.5497702340919115	96
SPATA5L1	0.30791185711332236	86
SPATS2	0.20489769430447394	68
SPATS2L	0.685574177461051	96
SPC24	0.26733636514455605	51
SPCS1	0.13121620653550709	91
SPCS2	0.2654277236132262	96
SPCS3	0.07087676937580967	96
SPECC1	0.48221794725999345	89
SPECC1L	0.18074037901092618	96
SPEG	0.5550611790878754	30
SPG20	0.5846689139237243	96
SPG21	0.34828656210458864	96
SPG7	0.20029436101954723	96
SPI1	0.6185770750988142	23
SPICE1	0.44957264957264953	26
SPIN1	0.3595040594704465	88
SPINK1	0.7120487576183779	80
SPINK4	0.5520299978692129	89
SPINT1	0.2198611624621629	96
SPINT2	0.2598205793101489	93
SPN	0.21259361544099412	51
SPNS1	0.020171524000911652	86
SPON1	0.5509400561718715	96
SPON2	0.29129581281853834	54
SPOUT1	0.45693452957373853	96
SPPL2A	-0.04067324546779721	50
SPPL2B	0.3558974358974359	26
SPR	0.2972011489923918	96
SPRYD3	-0.014116318464144554	22
SPRYD4	0.28616194388632943	96
SPRYD7	0.20311316716604652	90
SPTAN1	0.17291218741707684	96
SPTBN1	0.5213256963055489	96
SPTBN2	0.13426842834736008	96
SPTLC1	0.3706346353492421	96
SPTLC2	0.5989371731792641	96
SPTY2D1	0.20485097288199372	47
SQLE	0.6904660475931061	79
SQOR	0.5520632681806944	96
SQSTM1	0.5422988490279984	96
SRA1	0.48566397333314965	92
SRBD1	0.358122688396654	89
SRC	0.48988049218414004	96
SRD5A3	0.6003623866653103	45
SREK1	0.2597957093598014	96
SRF	0.09881422924901187	23
SRFBP1	0.1574900702856628	90
SRGAP2	0.25211856972582086	80
SRI	0.6635342871811811	96
SRM	0.5884146341463414	96
SRP14	0.14983823819008632	96
SRP19	0.14935785050484848	96
SRP54	0.3608579906926899	96
SRP68	0.3999050429002612	96
SRP72	0.3524432552825808	96
SRP9	0.057190334895885875	96
SRPK1	0.6269660940503733	96
SRPK2	0.3606868158287292	96
SRPRA	0.19459705096827096	96
SRPRB	0.34870353163003004	96
SRPX	0.5671898967044371	96
SRPX2	0.4394125795104525	87
SRRM1	-0.013110729027600963	96
SRRM2	-0.15151659030509113	96
SRRT	0.15576461337582942	96
SRSF1	0.13049508778911695	96
SRSF10	0.03929787436165215	96
SRSF11	0.1941100266733122	96
SRSF2	0.3323182105586987	96
SRSF3	0.19568092567095546	96
SRSF4	0.21943609813509615	96
SRSF5	0.23277116279959006	96
SRSF6	0.28694870709412135	96
SRSF7	-0.030572069032348537	96
SRSF9	0.3589320111859875	96
SRXN1	0.5774150364754159	85
SSB	0.16344719070558603	96
SSBP1	0.1943460980387438	96
SSBP3	0.3009376679763457	91
SSFA2	0.4407189487298878	96
SSH3	0.3267483543674577	96
SSNA1	0.44661939210038143	96
SSPN	0.22904410888538976	50
SSR1	0.4874846122309526	96
SSR2	-0.0016038784698207303	87
SSR3	0.12465833327681279	96
SSR4	0.08830092445214256	96
SSRP1	0.3468271408999037	96
SSSCA1	0.43843138078107485	96
SSU72	0.002934408675673503	87
ST13	0.29700821370503305	96
ST14	0.4922102322122459	96
ST3GAL4	0.7044133898532541	50
ST5	0.21908211429718383	89
ST6GAL1	0.8047191212156694	89
ST6GALNAC1	0.7572241986033353	96
ST6GALNAC6	0.4429539332328659	82
STAB1	0.39881170390265747	96
STAG1	-0.019886527420393593	96
STAG2	0.13517546358469323	96
STAM	0.40005194488759643	87
STAM2	0.2845045680789717	96
STAMBP	0.361737844686705	96
STAMBPL1	0.3708280585983656	71
STAP2	0.6896314333157355	96
STARD10	0.4323759720311224	96
STARD13	-0.1193281528357748	33
STARD5	0.34554494493448473	96
STARD7	0.15721120984278877	76
STAT1	0.8135324220350011	96
STAT2	0.48095144433719045	96
STAT3	0.365917183978398	96
STAT5A	0.5926320323158428	96
STAT5B	0.6343603338393841	92
STAT6	0.4914354701448163	96
STAU1	0.7749019927733118	96
STAU2	0.49253598725856157	74
STBD1	0.44617967240826895	96
STEAP1	0.5597213333627381	32
STEAP3	0.5599248106563992	77
STEAP4	0.6333562951446932	91
STIM1	0.3120877406738679	96
STIM2	0.04566594829490178	57
STIP1	0.5107452310565301	96
STK10	0.29195238580384647	96
STK11IP	0.0	34
STK17B	0.3657173130674655	69
STK24	0.49113525685372833	96
STK25	0.27263488337066444	81
STK26	0.474024586692001	96
STK3	0.49122820147668345	93
STK38	0.6136999494739862	96
STK38L	0.3804222128217228	96
STK39	0.5428691576741252	96
STK4	0.43507160758683544	96
STMN1	0.5374204334690204	96
STMN2	-0.07298834399704425	96
STOM	0.3503925392135452	96
STOML2	0.038931486689684575	96
STRADA	0.13965573974626505	21
STRAP	0.43801907942295343	96
STRBP	0.27915936122663887	96
STRIP1	0.22481169610464005	96
STRN	0.46366534406058557	96
STRN3	0.357125174227239	96
STRN4	0.07790419669754599	96
STT3A	0.2955770940063991	96
STT3B	0.3921851897429428	96
STUB1	0.6160738206134918	96
STX10	0.2517316017316018	55
STX12	0.42805449201690426	96
STX16	0.474501319189631	96
STX17	0.41115327615854	96
STX18	0.4406541121726296	96
STX2	0.4412458429599506	53
STX3	0.3796049173575007	96
STX4	0.43076223941454117	96
STX5	0.3101763144329175	96
STX6	0.18369271118515612	94
STX7	0.3580265335549946	96
STX8	0.4093887565631878	87
STXBP1	0.5055600584924095	96
STXBP2	0.1401945224433321	96
STXBP3	0.32600357446129025	96
STXBP5	0.3123888706383195	90
STXBP6	0.8203542525576424	68
SUB1	0.23935403576288652	96
SUCLA2	0.4124281906415535	96
SUCLG1	0.11449441974570633	96
SUCLG2	0.19568291649116343	96
SUDS3	-0.08763436767821316	54
SUGP1	0.13371389056358568	95
SUGP2	0.12744465374876512	93
SUGT1	0.48379329756712947	96
SULF1	0.6986435160065112	96
SULF2	0.5801860974274767	28
SULT1A1	0.4754750068101335	89
SULT1A4	0.7210936494679581	96
SULT1B1	0.839091257517085	96
SULT2B1	0.7682337917838687	67
SUMF1	0.2763229167229401	84
SUMF2	0.5101941155395543	96
SUMO1	0.13091836968393322	87
SUMO2	0.22745750699936224	91
SUMO3	0.06888167878374495	71
SUN1	0.6098510540306858	96
SUN2	0.2023230182292262	96
SUOX	0.07538186061085875	96
SUPT16H	0.7515447066244345	96
SUPT4H1	0.10240192524258367	73
SUPT5H	0.1196926123877479	96
SUPT6H	0.40364365194767843	96
SUPV3L1	0.38058127313841833	96
SURF1	0.38821833758246127	96
SURF4	0.24212293348118288	96
SURF6	0.35857419484130104	96
SUZ12	0.15372148628962226	42
SVIL	0.3964370620663762	96
SVIP	0.30406291111274286	31
SWAP70	0.6027856249870382	96
SYAP1	0.7525230602278892	96
SYBU	0.7244242233214555	40
SYF2	0.2129853647114307	61
SYK	0.5581679265086575	96
SYMPK	0.30685490853733655	96
SYNC	0.5255496164040596	70
SYNCRIP	0.273035875989537	96
SYNE1	0.33539974565686725	96
SYNE2	0.45373802461017165	96
SYNGR2	0.5679783674374249	90
SYNJ1	-0.460221421215242	36
SYNJ2	0.41120694761921533	87
SYNM	0.6756993248045866	96
SYNPO	0.46488330610075185	96
SYNPO2	0.7259442397723286	96
SYNRG	0.023396989151175523	96
SYPL1	0.4301129966593322	96
SYS1	0.35965149635160243	55
SYT7	0.5720541999650005	28
SYTL1	0.6991066033757899	47
SYTL2	0.6030237989140785	86
SYTL4	0.46621598530108876	76
SYVN1	0.1642605460740955	96
SZRD1	0.2710401519497231	78
TAB1	0.03428009430428686	96
TACC1	0.628105956075195	96
TACC2	0.05478611203555278	96
TACC3	0.5964070385496874	58
TACO1	0.2320469907425395	96
TACSTD2	0.8988108210818473	41
TAF10	0.034307347900233626	80
TAF15	0.1301572875224089	96
TAF4	0.1278933994060106	64
TAF5	0.2417217308314266	43
TAF5L	0.2468527640941434	28
TAF6	0.015010496027165327	86
