gene	log2fc	pval	qval	n_pairs
SULT1A1	-1.0933199999999998	4.730959142047743e-13	2.0333122923765735e-12	80
SULT1A4	-0.8329916666666666	1.234387387716151e-14	7.302914448137264e-14	96
SULT1B1	-1.0409489583333333	6.314058531008109e-13	2.6591976575350532e-12	96
SULT2B1	0.2913307692307693	0.029966583890200127	0.038849432139005345	39
SUMF1	0.059486486486486474	0.1797827718497632	0.20907654989427307	74
SUMF2	0.07815104166666666	0.0028644673649983227	0.004169605457099966	96
SUMO1	0.3698876543209878	6.548184903963932e-07	1.3656130718276041e-06	81
SUMO2	0.3504181818181818	1.400457815527344e-08	3.4555614138922216e-08	88
SUMO3	-0.11828039215686277	0.1801134634267031	0.20942482255281647	51
SUN1	-0.3255197916666667	3.115107988649091e-12	1.1868327253108305e-11	96
SUN2	-0.30835312500000006	5.30416484815759e-13	2.2552102492913976e-12	96
SUOX	-0.5714864583333333	1.005411740696448e-13	4.849706379758411e-13	96
SUPT16H	0.5449406250000001	9.864945994908218e-16	8.335961833523904e-15	96
SUPT4H1	-0.16725714285714288	0.20846232133333942	0.24018095720854785	49
SUPT5H	0.20973125	5.303929984098946e-13	2.2552102492913976e-12	96
SUPT6H	0.11026562500000005	3.151084494273192e-05	5.5545522522540316e-05	96
SUPV3L1	0.011661458333333328	0.8421375055093919	0.8607404820936183	96
SURF1	0.031590625000000004	0.4471968157915098	0.4855548530741608	96
SURF4	0.3131979166666667	3.281187718654239e-12	1.2458628995131748e-11	96
SURF6	0.6203781249999999	1.5859069916532431e-15	1.2287523665533758e-14	96
SUSD2	-0.7834010416666669	8.514845948590885e-14	4.148591246847948e-13	96
SVIL	-1.226004166666667	1.8385005153245864e-15	1.3843434295524861e-14	96
SWAP70	-0.04686979166666669	0.08858512987257507	0.1079399993307494	96
SYAP1	0.23033125	1.8051840260170108e-07	3.966911113838233e-07	96
SYF2	-0.04167878787878787	0.6088165012188256	0.6431349246854198	33
SYK	0.25352499999999994	1.437542429903362e-07	3.190364592200349e-07	96
SYMPK	0.38895624999999995	8.729243991228494e-17	1.5060435120994909e-15	96
SYN1	-2.131514545454545	1.1703294039499764e-10	3.628345642837519e-10	55
SYN2	-2.273302739726028	1.1803832773129706e-13	5.608492498224306e-13	73
SYNC	-0.8160978723404255	7.093145266878764e-05	0.00012105803000633332	47
SYNCRIP	0.6365229166666667	2.151449464009323e-17	9.541570874547247e-16	96
SYNE1	-0.8560239583333332	2.6949903108870244e-15	1.9234776591213877e-14	96
SYNE2	-0.12806562500000004	9.086736680359059e-05	0.00015383022051104953	96
SYNE3	-0.5015559999999999	1.25566907655901e-07	2.8015576437094773e-07	50
SYNGR2	0.27115517241379306	2.8409840256528736e-05	5.019795056124606e-05	87
SYNJ2	-0.07237468354430378	0.2967665625701603	0.3331114051000846	79
SYNJ2BP-COX16	-0.3747333333333336	5.904968048883778e-13	2.5011475963732863e-12	96
SYNM	-2.5888520833333337	2.0677834028591042e-16	2.5930390373423795e-15	96
SYNPO	-0.5093114583333336	2.624894908069585e-14	1.425944934270352e-13	96
SYNPO2	-2.3064249999999995	1.9977044478868754e-16	2.5197181734799374e-15	96
SYNRG	-0.052303125	0.1379014184770192	0.16282657806447057	96
SYP	-1.2623000000000002	1.1920928955078125e-07	2.6632538248291424e-07	24
SYPL1	-0.2572166666666666	8.763890414665022e-08	1.9870544370391222e-07	96
SYS1	0.08099999999999999	0.12253367900848389	0.14619926239870504	27
SYTL1	0.0021782608695651946	0.8932116031646729	0.906315282158468	23
SYTL2	-0.48524457831325285	1.448818996565218e-10	4.4567293204750336e-10	83
SYTL4	-0.33264067796610164	0.00012588560955333565	0.00021056259149671627	59
SYVN1	0.16271666666666665	0.00024707416271866126	0.0004014581152045286	96
SZRD1	-0.35109531250000003	5.258763478792237e-06	1.0011647042910646e-05	64
TAB1	-0.37521145833333347	1.842108505790887e-13	8.493955989932e-13	96
TACC1	-0.41341145833333326	3.008620512478401e-13	1.334975860993227e-12	96
TACC2	-0.3649104166666665	3.1764912352519817e-13	1.4066719272148876e-12	96
TACC3	0.5665354838709676	0.00070173479616642	0.0010880376120823924	31
TACO1	-0.07689895833333328	0.0913549976015041	0.11115355076323741	96
TACSTD2	0.5219439999999999	0.05875152349472046	0.07341478322333388	25
TAF10	-0.1292482142857143	0.014400075560231438	0.019349110140915827	56
TAF15	0.5507760416666668	4.293173660523375e-09	1.1216083367776995e-08	96
TAF4	-0.1507	0.11098843696527183	0.13332523251566852	35
TAF5	-0.04501000000000001	0.4304332733154297	0.4684147332803273	20
TAF6	-0.10179861111111113	0.012127002706965472	0.016456323050370418	72
TAF6L	0.16761139240506334	0.003995915958429917	0.00572833336861246	79
TAF7	-0.16314050632911398	0.000694791411106739	0.0010780193286575189	79
TAF8	-0.9747599999999997	0.0012963414192199707	0.001957936646003328	25
TAF9	0.2907973684210527	1.7856655176728964e-07	3.927878674776217e-07	38
TAGLN	-2.4743437500000005	2.541231289943443e-15	1.8176999182528585e-14	96
TAGLN2	0.6173677083333334	2.6798214807690706e-17	9.541570874547247e-16	96
TAGLN3	-1.2878906250000004	4.848841191360182e-17	1.1065582788653538e-15	96
TALDO1	0.28891562499999995	9.253727974598209e-14	4.4922764820245575e-13	96
TAMM41	0.21708873239436616	0.0003064022265919917	0.0004940849196882515	71
TANC1	-0.3292662921348314	3.3378675215430566e-10	9.869437286043351e-10	89
TANGO2	-0.665040625	1.5650531095762163e-16	2.138480918970842e-15	96
TANK	-0.1824898550724637	0.0001557712982617308	0.00025855260762937954	69
TAOK1	-0.21760925925925928	0.01379591852903743	0.018581974987213836	54
TAOK3	0.009014583333333335	0.9098056160347977	0.9216194893518735	96
TAP1	0.5310145833333336	2.308365922090098e-12	8.967473637117815e-12	96
TAP2	0.5278354166666669	1.1818570113197419e-11	4.1622460309418107e-11	96
TAPBP	0.4344635416666666	9.624583234056628e-10	2.700945088205165e-09	96
TAPBPL	0.03709791666666665	0.14482124576138006	0.17042724746765459	96
TAPT1	-0.31228387096774196	0.0018533961847424507	0.0027546377942926675	31
TARDBP	0.22978229166666672	7.871061558323338e-12	2.825524716770631e-11	96
TARS	0.06108854166666667	0.026048974889305146	0.03405399055983765	96
TARS2	0.1462916666666666	0.0006552475826069992	0.0010197300003967427	96
TATDN1	-0.23065312500000001	1.0476439007575507e-05	1.9400063290594557e-05	96
TAX1BP1	0.13524374999999994	0.07849029234223792	0.09628659194077056	48
TAX1BP3	-0.24873229166666666	1.0916719486094213e-09	3.0491370121651157e-09	96
TBC1D1	-0.8626238636363639	2.1139499630278817e-14	1.1692077742748607e-13	88
TBC1D10A	-0.054232352941176475	0.4265116018941626	0.46444835856321	34
TBC1D10B	0.01073020833333333	0.48177198060132964	0.5195640922447067	96
TBC1D13	-0.15148645833333327	5.101162431631133e-06	9.722817946513104e-06	96
TBC1D15	0.1184364583333334	9.924875062269432e-07	2.0220463647970126e-06	96
TBC1D17	-0.4194795454545455	3.277339657701965e-12	1.2458628995131748e-11	88
TBC1D2	0.33911562500000003	2.8387094317336967e-10	8.445632628603712e-10	96
TBC1D20	-0.16844333333333333	0.40449450351297855	0.4424117417783784	30
TBC1D22A	-0.28785208333333323	1.9059302303010988e-08	4.622879940379635e-08	96
TBC1D23	-0.023245833333333316	0.460409551457289	0.498530132929276	96
TBC1D24	-0.26718850574712644	2.501767129878921e-09	6.732593531631641e-09	87
TBC1D2B	0.08119885057471263	0.02407917264495118	0.03163249838946102	87
TBC1D4	0.34007708333333336	4.021482761546786e-09	1.0534997207035296e-08	96
TBC1D5	0.08589583333333335	0.002091446173573053	0.003087920857944897	96
TBC1D8B	-0.014656923076923076	0.9973929424392848	0.9979879568717617	65
TBC1D9B	-0.10529062499999997	1.2085437556583616e-05	2.222620629581126e-05	96
TBCA	-0.33816354166666657	0.00044508523452763685	0.0007046035321701415	96
TBCB	-0.40325833333333333	7.738031154224428e-10	2.196113843461853e-09	96
TBCC	-0.3512670454545454	1.1528674185447716e-12	4.667825896811631e-12	88
TBCD	0.08094062500000002	0.0004212250505333598	0.0006687320596789613	96
TBCE	0.17281875	4.047583316452227e-07	8.612507602308275e-07	96
TBCEL	-0.6207666666666667	1.6196138966970057e-14	9.287170626444624e-14	96
TBCK	-0.46264027777777766	3.976160180514138e-11	1.309575780612143e-10	72
TBK1	0.01833958333333333	0.24669370353707543	0.28066271952352706	96
TBL1XR1	0.27373333333333344	4.475927365921291e-12	1.66103131932615e-11	96
TBL2	0.35351041666666666	3.40598603371715e-15	2.346320632411532e-14	96
TBL3	0.47305208333333354	6.493271514505173e-16	6.02724797378804e-15	96
TBP	0.13176666666666667	0.1372833251953125	0.16221095962228804	21
TBRG4	0.43229479166666657	1.753055097118189e-12	6.926529238260265e-12	96
TBXAS1	0.24449687499999997	7.25932265981125e-08	1.661644344069385e-07	96
TCAF1	-0.03904821428571427	0.30404737966301976	0.3404050324587306	56
TCEA1	0.25326145833333336	2.073940440491734e-08	5.0069961563898045e-08	96
TCEA3	-0.43804479166666677	5.235707897952964e-08	1.2158658458763045e-07	96
TCEAL3	-1.0385479166666667	3.336985293649022e-14	1.772591792168748e-13	96
TCEAL4	0.02137750000000001	0.5584488532279439	0.5944206498978701	80
TCERG1	0.36252187500000016	2.7910334706855233e-16	3.1850728168059505e-15	96
TCF12	0.029086206896551704	0.6391207613050938	0.6720785560495101	29
TCF20	0.22211562500000004	3.1876644663126705e-05	5.613134095667115e-05	64
TCF25	0.10452291666666663	0.0034213290917899882	0.004937340691937843	96
TCIRG1	0.3172166666666666	7.787126600961884e-07	1.6089877537989921e-06	96
TCOF1	0.43410312499999987	1.154311876499523e-13	5.489273801595421e-13	96
TCP1	0.19507916666666666	4.1996404447322086e-09	1.0980275815942474e-08	96
TCP11L1	-0.4896741379310346	6.653409870218408e-08	1.527642943849942e-07	58
TDP1	0.0703769230769231	0.5591012144344623	0.5949262565647593	26
TDP2	-0.5715729166666667	1.8941816207647994e-14	1.0607733300259631e-13	96
TDRD3	-0.31177399999999994	9.915398697479816e-05	0.00016735197449406814	50
TDRD7	-0.1056513888888889	0.07711267477259945	0.09470051895467138	72
TDRKH	0.022957142857142843	0.7771179727860726	0.8013655824503169	35
TECPR1	-0.3623727272727273	6.836333227511204e-06	1.2858132779190544e-05	44
TECR	0.30097812499999993	3.347494605272622e-10	9.88951954021347e-10	96
TEFM	0.40073939393939384	0.00047505064867436886	0.0007502624298390632	33
TELO2	0.09924749999999996	0.2249537465429784	0.25767708478006524	80
TEP1	-0.325634090909091	2.1606402356612934e-10	6.509086367782495e-10	88
TERF2	-0.16005217391304355	0.0011317263787937245	0.0017209320660306203	69
TERF2IP	0.031825000000000006	0.13743072905688866	0.16232795092300456	88
TES	-1.208309375	8.756655178116728e-16	7.63958382184462e-15	96
TESC	0.53828	0.0005564093589782715	0.0008723884995057779	25
TEX10	0.08069479166666668	0.0013343631970399797	0.0020140028546549436	96
TEX264	0.10409479166666669	0.001602203630288523	0.0023988360088385854	96
TF	-1.2805791666666673	1.7685331749787708e-16	2.330113220602478e-15	96
TFAM	0.17356770833333335	0.0008267075258255926	0.0012741513417789802	96
TFB1M	0.37880985915492965	4.902697008175192e-08	1.1424867741523917e-07	71
TFB2M	0.6281458333333332	4.831806129397513e-15	3.166176195481405e-14	96
TFCP2	0.40556145833333335	6.101379621109649e-11	1.9624710020159617e-10	96
TFDP1	-0.08244237288135593	0.9909665405867064	0.9924458159122576	59
TFE3	-0.183094	0.020120643634562896	0.026646150443008776	50
TFF3	-1.3724572916666673	3.02329767797733e-14	1.616278697924571e-13	96
TFG	-0.041803125000000003	0.25959087490417754	0.2941386893653314	96
TFIP11	0.22961145833333338	8.883458289041117e-10	2.509436701523236e-09	96
TFRC	0.8502322916666666	5.75921258446327e-16	5.512225603731869e-15	96
TGFB1I1	-1.6234625000000005	5.106493582783876e-16	5.023661799059744e-15	96
TGFBI	0.21285000000000007	0.010199756580178515	0.013942576792261137	96
TGFBRAP1	-0.1536729166666667	0.00028481489031582534	0.0004599959314224536	96
TGM2	-0.172859375	0.0009548700034500001	0.0014636104302367032	96
TGOLN2	0.3850124999999997	8.177990621885908e-12	2.926194084385736e-11	96
THAP11	0.05353538461538463	0.31896823665177987	0.3556519693695847	65
THBS1	0.9240093749999998	6.727735919572797e-11	2.1524263368819215e-10	96
THBS2	1.2088708333333333	6.2529461171057894e-12	2.270167940122025e-11	96
THBS3	-0.5989314606741571	1.4665601081245607e-12	5.846198315750254e-12	89
THBS4	-1.3563468749999998	1.420268659635595e-12	5.672017253612271e-12	96
THEM6	0.19966979166666665	8.621848423041111e-06	1.6067772519495226e-05	96
THEMIS2	0.1273943181818182	0.07225792193623491	0.0889828190657489	88
THG1L	-0.2869229885057472	3.0211926716241983e-08	7.182559048166814e-08	87
THNSL1	-0.011425287356321834	0.5706189322044837	0.6064488933750587	87
THOC1	0.17061250000000008	7.749389027380726e-09	1.967220070222988e-08	96
THOC2	0.3646125	1.6636332779285813e-16	2.2367366055356416e-15	96
THOC3	0.5149264367816091	1.88866568031223e-15	1.4205222028267657e-14	87
THOC5	0.2295041666666667	3.6779451106025403e-09	9.66551889482449e-09	96
THOC6	0.11914166666666666	6.728066052072241e-06	1.2661821431263202e-05	96
THOC7	0.2344645161290323	2.0783102216220695e-08	5.015605495274268e-08	62
THOP1	0.3757437500000002	9.954454036541193e-15	6.022346739235279e-14	96
THRAP3	0.3901729166666666	1.529706460158916e-14	8.847241932074282e-14	96
THSD4	0.11935833333333333	0.04601521658701444	0.058248318506090545	96
THTPA	-0.7465559999999999	1.0073184967041016e-05	1.8673942510051995e-05	25
THUMPD1	0.12954062499999988	9.436795244503511e-05	0.00015959530954215797	96
THUMPD3	0.06510104166666668	0.04217423021324272	0.053761525840897856	96
THY1	0.31693437499999993	7.457573773419496e-06	1.398787128479165e-05	96
THYN1	0.06922604166666664	0.05014630588262353	0.06325090546465902	96
TIA1	0.33965	1.701357897883613e-07	3.7522715768905846e-07	96
TIAL1	0.2653354166666666	1.681102908988795e-09	4.609121134616193e-09	96
TIGAR	0.1990791666666667	4.2058319803780814e-07	8.93506230410277e-07	96
TIMM10	-0.038293103448275856	0.6145042875639297	0.6482247272431453	87
TIMM10B	0.06192395833333333	0.20608952771174882	0.23765119309352403	96
TIMM13	0.4904458333333333	4.2193677629664784e-13	1.8334027410454732e-12	96
TIMM17A	0.18832298850574716	0.0014167075919722292	0.0021315746208884693	87
TIMM17B	0.30464512195121946	1.2471628473954958e-08	3.0943844464409695e-08	82
TIMM21	-0.24194204545454537	4.583660516651291e-07	9.707966568580885e-07	88
TIMM22	4.084507042253384e-05	0.9634386737258954	0.9682010278650438	71
TIMM23	0.3033704545454544	6.741012158086347e-11	2.1556458802955815e-10	88
TIMM29	-0.022688461538461536	0.5319156537389118	0.5692059895895325	78
TIMM44	0.21589479166666656	1.9030881897050906e-09	5.194393272876913e-09	96
TIMM50	0.3735927083333332	1.867149933006844e-14	1.0465086800787733e-13	96
TIMM8A	0.4756458333333334	2.6758545012656727e-10	7.985902068056672e-10	96
TIMM8B	0.2628543209876544	0.0012589480014220862	0.0019040311410146022	81
TIMM9	0.2028104166666667	3.305862915693454e-05	5.8153397871722416e-05	96
TIMMDC1	0.013960227272727275	0.3050556354593724	0.34127367988943297	88
TIMP1	0.8287197916666668	6.301893554011677e-16	5.913203336204803e-15	96
TIMP2	-0.10349374999999998	0.17459775495827345	0.20329335959997513	96
TIMP3	-1.1013947916666664	5.921542038334292e-15	3.8016866540846667e-14	96
TINAGL1	-1.0192968749999995	1.1169279803454562e-16	1.7510144891372497e-15	96
TIPRL	-0.38321249999999996	2.111967104260131e-13	9.652034947194292e-13	96
TJAP1	-0.06417142857142857	0.29471105203265324	0.3310256902874721	35
TJP1	-0.30777604166666667	4.574736018766261e-13	1.9699553241272687e-12	96
TJP2	0.41090208333333345	3.39865998742399e-13	1.4991196486277152e-12	96
TJP3	-0.24458750000000004	5.59819217830413e-07	1.1747973513995122e-06	96
TK1	0.45983478260869576	3.816808742840294e-05	6.665010373689624e-05	46
TK2	-0.17546666666666666	0.022267523306194994	0.02935025812598472	96
TKFC	0.021121874999999995	0.12483037291921571	0.14878077312400395	96
TKT	0.36877395833333315	1.1326236184974503e-14	6.778565438447274e-14	96
TKTL2	-0.7681034482758622	0.0027591250836849213	0.0040241239535743776	29
TLDC1	0.062471875	0.05458468653919991	0.06846301401972185	96
TLE3	0.13807361111111105	0.004361680994907464	0.006230044239905083	72
TLK2	-0.24095862068965512	0.21324460953474045	0.24518561874354305	29
TLN1	-1.1049729166666664	1.2148247737996375e-15	9.903109851059257e-15	96
TLN2	-0.46801562500000027	9.253291718430223e-14	4.4922764820245575e-13	96
TM7SF2	-0.531675	0.0023250579833984375	0.0034214338132490716	20
TM9SF1	0.12987916666666663	0.0177089663664242	0.023573304633400783	96
TM9SF2	0.28242291666666675	2.0280592390264064e-06	4.024326954932908e-06	96
TM9SF3	0.36881354166666686	1.2517963025665225e-09	3.4718071078622567e-09	96
TM9SF4	0.369040625	8.173918909655869e-11	2.586736885135907e-10	96
TMA16	0.18317499999999998	1.3472424181640765e-05	2.4659035663225034e-05	96
TMA7	0.3773427083333332	1.9247595549207607e-09	5.247140127575531e-09	96
TMBIM1	-0.24866885245901643	0.005146930637184163	0.007297286061891071	61
TMBIM6	0.30672826086956523	0.0004003583131920396	0.0006370977047451124	46
TMC4	0.2770340000000001	0.001539555129280501	0.0023096769593789986	50
TMC5	0.49236206896551726	0.010578293353319168	0.014442362659222283	29
TMCC3	-0.4431821428571429	6.228997504800169e-07	1.3010692484341323e-06	56
TMCO1	0.7713229166666667	1.9379446155938129e-16	2.476508652575027e-15	96
TMCO3	0.26857600000000004	0.05157625675201416	0.0649186914071595	25
TMED1	0.12172187500000002	0.0005766605969848664	0.0009014016647650206	96
TMED10	0.29216875000000003	3.677076410787975e-10	1.081995861402479e-09	96
TMED2	0.22768958333333342	1.3143827635843368e-07	2.923804363689428e-07	96
TMED3	0.43443229166666647	2.0861325842178242e-10	6.293538377034618e-10	96
TMED4	0.3005999999999999	4.894663440695447e-11	1.5940920885255218e-10	96
TMED5	0.2801770833333332	2.2563530984519065e-08	5.4277063239561995e-08	96
TMED7	0.12128229166666664	0.028601504435376877	0.03720913190943251	96
TMED8	-0.18077413793103445	0.002086784121941806	0.0030817157548112648	58
TMED9	0.34993437499999996	2.9871601675575935e-11	9.96636889409495e-11	96
TMEM102	-0.08856800000000004	0.5097357776379758	0.5476088602358975	25
TMEM106B	0.20217162162162164	0.014132178983089258	0.019005118125369775	74
TMEM109	-0.11722812499999997	0.03466956112123882	0.04463597880683002	96
TMEM11	-0.17971931818181816	1.1350573344816666e-05	2.0960912901286818e-05	88
TMEM119	-0.42124687500000013	2.157062711483635e-06	4.270207651621041e-06	64
TMEM120A	-0.21790729166666664	2.771186338747272e-05	4.901707323704923e-05	96
TMEM123	-0.29832173913043475	0.027674198150634766	0.036044689456922664	23
TMEM126A	0.00788020833333333	0.8108281825601463	0.8329146274972339	96
TMEM128	0.14616153846153843	0.07092106342315674	0.08749713396578863	26
TMEM141	0.10592708333333334	0.30276760667373037	0.3391102805519654	96
TMEM14C	-0.025641666666666674	0.9040138428495388	0.9165828731566504	96
TMEM165	0.7598395833333336	3.248152716846292e-16	3.5378387111037558e-15	96
TMEM167A	0.26961666666666667	1.181402525901259e-06	2.393124863004694e-06	78
TMEM168	-0.20074999999999998	0.06281394511461258	0.07817079535780667	28
TMEM173	0.0786010416666667	0.0569237389865978	0.07127685047799265	96
TMEM179B	0.17730263157894738	0.06507603968202602	0.08074628263856345	38
TMEM186	-0.16968260869565216	0.12621283531188965	0.15021499239089367	23
TMEM189-UBE2V1	-0.4636697916666665	1.0924498168721398e-13	5.231438844678934e-13	96
TMEM192	0.12028550724637684	0.005792712232408399	0.008155992941705761	69
TMEM199	-0.021934615384615372	0.599547415971756	0.6340421837570163	26
TMEM2	0.2772038461538462	7.109843982334081e-07	1.4772357781814603e-06	78
TMEM201	0.4759833333333334	3.5390257835388184e-08	8.34856680090082e-08	30
TMEM205	-0.1727677083333334	0.0001802003262744357	0.0002971157505468639	96
TMEM209	0.311084090909091	7.851188607195093e-11	2.4916567817252545e-10	88
TMEM214	0.45398541666666664	1.2888987971526428e-15	1.0382505833214894e-14	96
TMEM223	0.04973673469387755	0.18093330554214404	0.21034163002638093	49
TMEM230	0.1478583333333333	0.0039971473989734475	0.005728874578020265	60
TMEM238	-0.2864333333333334	1.3417926579477266e-07	2.9827988542648437e-07	90
TMEM245	-0.45285729166666666	2.3389200521542493e-12	9.075659126606625e-12	96
TMEM256	-0.15539999999999998	0.18954229354858398	0.21955097503754314	23
TMEM261	0.009434782608695649	0.9913677108550019	0.9926993988248071	46
TMEM263	-0.159159375	0.0007146615793927595	0.0011070571545015063	96
TMEM30A	-0.006593750000000012	0.9679357353746076	0.971846879471452	96
TMEM30B	-0.4673011363636363	6.073733656790475e-12	2.21339919084233e-11	88
TMEM33	0.42162812499999985	7.043643890777289e-15	4.412760289542459e-14	96
TMEM35A	-2.0965307692307698	4.579283957716177e-14	2.3506056673540807e-13	78
TMEM41A	0.6272050000000001	0.001209259033203125	0.001832599695902364	20
TMEM41B	0.2615466666666667	0.015460003167390823	0.020715230926707615	30
TMEM43	-0.3186812500000001	9.621595942699247e-09	2.4230963655994465e-08	96
TMEM51	-0.4198637931034483	2.11422133564561e-06	4.187868597828874e-06	58
TMEM55B	-0.06035531914893614	0.3052008343870085	0.3413791927146449	47
TMEM59	-0.21928873239436616	0.0070806243643816245	0.009835177817937125	71
TMEM63A	0.54521625	5.678607636603e-12	2.0795730695398213e-11	80
TMEM65	0.1252172413793103	0.09414790649689747	0.11434437087032678	87
TMEM68	-0.04170312500000001	0.5208728899052881	0.5582326227435428	64
TMEM70	0.22598974358974358	0.0015493749441004906	0.002323369803301339	78
TMEM87A	0.5034447916666668	4.0518129786516583e-13	1.766395646586008e-12	96
TMEM87B	0.25910104166666664	1.4233594339896315e-07	3.160979292497993e-07	96
TMEM97	0.7675709677419355	7.1990629722640026e-06	1.3525206799473311e-05	31
TMF1	-0.010115624999999993	0.7924653356649914	0.8156873177318852	96
TMLHE	0.04984687500000005	0.3834514164106575	0.42159546914111784	96
TMOD1	-1.5921354166666661	8.467111538347762e-17	1.490967226004597e-15	96
TMOD2	-1.1557045977011493	7.725545552520244e-16	6.9419973973775235e-15	87
TMOD3	0.13556458333333338	2.8019723626308315e-06	5.463072531499637e-06	96
TMPO	0.31944479166666667	6.816893508826668e-14	3.3855586195252145e-13	96
TMPRSS4	0.1383354430379747	0.022187153981178608	0.02925007193156362	79
TMSB10	0.14363645833333327	0.1717151611019352	0.20014541623225904	96
TMSB4X	-0.24101562500000015	0.1359723092856449	0.16077515385925129	96
TMTC3	-0.040675	0.8702649487967747	0.8867872936630561	96
TMUB1	-0.11246666666666665	0.031042866047850646	0.04019038755596874	63
TMX1	0.16869479166666665	2.859303006812683e-07	6.170171718464551e-07	96
TMX2	0.14033124999999996	0.0025405176535577296	0.0037191886352653256	96
TMX3	-0.07421458333333335	0.04561794646281814	0.05778904887066596	96
TMX4	-0.41291770833333313	1.714629492839566e-14	9.723963877819653e-14	96
TNC	0.03292708333333331	0.7505417977109803	0.7761074168993475	96
TNFAIP2	-0.3775854166666668	1.5202490032341716e-13	7.097669145927667e-13	96
TNFAIP8	-0.020931746031746048	0.36254209512039937	0.40050961899600845	63
TNFAIP8L3	-0.45081199999999993	0.0010271072387695312	0.0015693150682998828	25
TNFRSF6B	0.771804	0.000429689884185791	0.0006813494287408348	25
TNIK	-0.24473103448275865	0.00838231301989824	0.011557118382757355	58
TNIP1	0.15505185185185186	0.1348898708820343	0.15963593998016726	27
TNIP2	-0.01257727272727273	0.8485937118530273	0.866943080984005	22
TNKS1BP1	-0.08025312499999998	0.0018489954554629525	0.0027493152727617346	96
TNPO1	0.1461822916666666	3.114055755511017e-09	8.277416823979166e-09	96
TNPO2	-0.04364895833333333	0.21204965220047478	0.24389527114914886	96
TNPO3	0.1891166666666666	8.476694668839431e-11	2.6762420956820587e-10	96
TNRC6B	-0.05087395833333336	0.14992408711829558	0.17600012256809186	96
TNS1	-1.6429729166666656	1.8797325001284814e-16	2.420700276693723e-15	96
TNS2	-1.05713125	1.8968686315376683e-17	9.541570874547247e-16	96
TNS3	0.2728635416666667	4.3282457572905054e-11	1.4199609186142788e-10	96
TNXB	-1.6435458333333346	2.1510563878168195e-17	9.541570874547247e-16	96
TOE1	0.6012902439024391	2.108960870828014e-06	4.178682363374231e-06	41
TOLLIP	-0.035896874999999995	0.0938353274258174	0.11398537238816023	96
TOM1	0.10996458333333331	0.00017221578691970743	0.0002847204816274808	96
TOM1L1	-0.00104634146341464	0.918327135634172	0.9294096776240247	41
TOM1L2	-0.7791875000000004	3.233561982801273e-17	9.764418690273611e-16	96
TOMM20	0.370390625	2.154641858204516e-07	4.704141863423483e-07	96
TOMM22	0.3238208333333334	7.620057639342884e-14	3.7480180866826546e-13	96
TOMM34	0.7544583333333333	5.106777980263445e-16	5.023661799059744e-15	96
TOMM40	0.5290645833333332	9.575951963944634e-16	8.215481039143805e-15	96
TOMM5	0.5232367816091955	9.404636591742718e-14	4.558938359393201e-13	87
TOMM6	0.1343645833333334	0.037589523232987455	0.048173469220651924	96
TOMM7	0.4571583333333335	2.975542292625513e-10	8.814545253117891e-10	96
TOMM70	0.18057395833333326	7.787126600961884e-07	1.6089877537989921e-06	96
TOP1	0.9087031250000001	1.8382976049312516e-17	9.541570874547247e-16	96
TOP2A	0.9994041666666665	5.759532192899151e-16	5.512225603731869e-15	96
TOP2B	0.2714729166666667	1.2627398668741719e-10	3.9077587724311405e-10	96
TOP3B	-0.19166666666666668	0.02544149615454927	0.0333307943176862	48
TOR1A	0.1271822916666667	0.00015317225708196122	0.00025455354787289514	96
TOR1AIP1	0.11608125000000001	0.0001341235355213675	0.0002236169979654211	96
TOR1AIP2	-0.03719791666666667	0.16773921853906626	0.19585186167198076	96
TOR1B	-0.09913958333333335	0.049296390935411376	0.062237389308557566	96
TOR2A	-0.049925454545454565	0.4660422224420774	0.5041401596846012	55
TOR4A	-0.03519655172413792	0.806085880484368	0.8286898823428785	87
TOX4	0.05852432432432433	0.2132161533954786	0.24518561874354305	37
TP53	-0.08555199999999999	0.8119303584098816	0.8338038840612116	25
TP53BP1	0.15779479166666668	3.201920972608409e-06	6.19425830600629e-06	96
TP53I11	-0.14720684931506853	0.0006211006468318375	0.0009681608363370814	73
TP53I3	-0.3845760416666664	5.016129731243097e-11	1.630485192195249e-10	96
TP53RK	-0.013819791666666666	0.6504515925012939	0.6830301665505056	96
TPBG	-0.38984230769230777	6.545787833940429e-06	1.2342802298455967e-05	52
TPD52	-0.055489583333333335	0.20872361165895248	0.24044071267512226	96
TPD52L1	-0.10314303797468351	0.24181795187514543	0.2755361139827362	79
TPD52L2	0.16075312499999997	0.0001588946515132079	0.00026360638402623935	96
TPI1	-0.5119927083333334	4.4674402536215514e-05	7.752957986757641e-05	96
TPM1	-2.6337104166666667	2.7908752619075035e-16	3.1850728168059505e-15	96
TPM2	-2.5193447916666667	9.02127847507456e-16	7.799880331270176e-15	96
TPM3	-1.1613770833333337	2.2592924985442897e-15	1.6406068824549516e-14	96
TPM4	-0.7396510416666668	1.106599400465941e-08	2.7682265186491973e-08	96
TPMT	0.028758333333333354	0.31846033562082066	0.35514467946809936	96
TPP1	-0.123978125	0.010638220644096743	0.014515318751524313	96
TPP2	0.1272791666666667	0.0007842014821890493	0.0012108648432695816	96
TPPP	-2.078098958333333	3.3362044724631254e-17	9.764418690273611e-16	96
TPPP3	-1.6021614583333335	8.466614959433632e-17	1.490967226004597e-15	96
